artist,genre,country,url
ADAM / GO: ORGANIC ORCHESTRA RUDOLPH,World Fusion / Avant-Garde Jazz / Third Stream / Jazz Related Improv/Composition / African Fusion / Fusion,United States,http://www.jazzmusicarchives.com/artist/adam-rudolph-go-organic-orchestra
MARKUS RUTZ,Post Bop / Hard Bop,United States,http://www.jazzmusicarchives.com/artist/markus-rutz
HERLIN RILEY,Hard Bop / Latin Rock/Soul,United States,http://www.jazzmusicarchives.com/artist/herlin-riley
RETURN TO FOREVER,Fusion,United States,http://www.jazzmusicarchives.com/artist/return-to-forever
BUDDY RICH,Big Band / Swing / Hard Bop / Cool Jazz / Post Bop / Pop/Art Song/Folk / World Fusion / Soul Jazz / Progressive Big Band / Fusion / Bop,United States,http://www.jazzmusicarchives.com/artist/buddy-rich
DJANGO REINHARDT,Swing,Belgium,http://www.jazzmusicarchives.com/artist/django-reinhardt
YUVAL RON,Fusion / Jazz Related Rock,Israel,http://www.jazzmusicarchives.com/artist/yuval-ron
RDT,Post Bop,Brazil,http://www.jazzmusicarchives.com/artist/rdt
RAIZ DE PEDRA,Fusion / Latin Rock/Soul / Latin Jazz,Brazil,http://www.jazzmusicarchives.com/artist/raiz-de-pedra
PETE (TRUMPET) RODRIGUEZ,Post Bop / Latin Jazz / 21st Century Modern,Puerto Rico,http://www.jazzmusicarchives.com/artist/pete-rodriguez-trumpet(not-set)
MICHELE ROSEWOMAN,Hard Bop / Latin Jazz / Fusion / Eclectic Fusion / Avant-Garde Jazz / Afro-Cuban Jazz,United States,http://www.jazzmusicarchives.com/artist/michele-rosewoman
ROVA,Jazz Related Improv/Composition / Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/rova
JAY RODRIGUEZ,Post Bop / Jazz Related Electronica/Hip-Hop / Hard Bop / Fusion,Colombia,http://www.jazzmusicarchives.com/artist/jay-rodriguez
IRENE REID,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/irene-reid
DARREN RAHN,Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/darren-rahn
EDDIE ROSNER,Big Band / Pop/Art Song/Folk,Germany,http://www.jazzmusicarchives.com/artist/eddie-rosner
ALFREDO (1936) RODRIGUEZ,Afro-Cuban Jazz,Cuba,http://www.jazzmusicarchives.com/artist/alfredo-rodriguez-1936
RIVERSIDE,Post Bop / 21st Century Modern,United States,http://www.jazzmusicarchives.com/artist/riverside
VITOLD (AKA WITOLD SZCZUREK) REK,Jazz Related Rock / World Fusion / Pop/Art Song/Folk / Jazz Related Improv/Composition,Poland,http://www.jazzmusicarchives.com/artist/vitold-rek-aka-witold-szczurek
LOGAN RICHARDSON,Eclectic Fusion / Jazz Related Rock,United States,http://www.jazzmusicarchives.com/artist/logan-richardson
ERIC REVIS,Avant-Garde Jazz / Eclectic Fusion / 21st Century Modern,United States,http://www.jazzmusicarchives.com/artist/eric-revis
INDRA RIOS-MOORE,Blues / RnB,United States,http://www.jazzmusicarchives.com/artist/indra-rios-moore
ROB REICH,Swing / Post-Fusion Contemporary,United States,http://www.jazzmusicarchives.com/artist/rob-reich
ALDEMARO ROMERO,Latin Jazz,Venezuela,http://www.jazzmusicarchives.com/artist/aldemaro-romero
QUIQUE RAMÍREZ,Fusion,Spain,http://www.jazzmusicarchives.com/artist/quique-ramirez
ZOE RAHMAN,Post Bop / World Fusion / Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/zoe-rahman
MIKE REED,Avant-Garde Jazz / Post Bop / Jazz Related Soundtracks,Germany,http://www.jazzmusicarchives.com/artist/mike-reed
GLORIA REUBEN,Vocal Jazz / Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/gloria-reuben
ROOT,Exotica,Belgium,http://www.jazzmusicarchives.com/artist/root
SHAMIE ROYSTON,Post Bop,United States,http://www.jazzmusicarchives.com/artist/shamie-royston
ROCKINGCHAIR,Eclectic Fusion,France,http://www.jazzmusicarchives.com/artist/rockingchair
DAVID THOMAS ROBERTS,Ragtime / Third Stream,United States,http://www.jazzmusicarchives.com/artist/david-thomas-roberts
BETTY ROCHE,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/betty-roche
FREDDIE REDD,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/freddie-redd
